"post_title","post_description","post_excerpt","image","post_name","post_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","$  28.300","sale_price","weight","length","width","height","tax_status","tax_class","tax:product_type","tax:product_cat","tax:product_tag","tax:product_brand","attribute:Color","attribute_data:Color","attribute:Size","attribute_data:Size"," ","","","","","","","","","","","","","",""
"BASIC BOXER","Preformado y prehormado para mayor comodidad, brinda libertad al moverse, con diseño y ajuste ideal para actividades cotidianas y deportivas. / Styled and shaped for the best comfort, it provides freedom of movement, with the perfect design and fit for everyday activities and sports.","BOXER ALGODÓN MEDIO / MEDIUM COTTON BOXER","","BASIC-BOXER","publish","221911","no ","no ","visible","","instock","no ","no ","33,800","","","","","","taxable ","","normal","Boxer > Básicos> Negro | Medio / BOXER > BASICS > BLACK | MEDIUM","Boxer | Medio / BOXER | MEDIUM","Cotton 94% > Elastane 6%  | Algodón","Negro / BLACK","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"CLASSIC BRIEF","Permite que la zona intima tenga una caída natural y anatómica, creando una experiencia de uso realmente agradable y sensual. / · It allows the genital area to have a natural and anatomical fall, creating a really pleasant and sensual wearing experience.","BRIEF ALGODÓN / COTTON BRIEF","","CLASSIC-BRIEF","publish","521901","no ","no ","visible","","instock","no ","no ","32,800","","","","","","taxable ","","normal","Brief > Básicos > Blanco | Clásico / BRIEF > BASICS > WHITE | CLASSIC","Brief | Clásico / BRIEF | CLASSIC","Cotton 94% > Elastane 6%  | Algodón","Blanco / WHITE","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"CLASSIC BRIEF","Permite que la zona intima tenga una caída natural y anatómica, creando una experiencia de uso realmente agradable y sensual. / · It allows the genital area to have a natural and anatomical fall, creating a really pleasant and sensual wearing experience.","BRIEF ALGODÓN / COTTON BRIEF","","CLASSIC-BRIEF","publish","521911","no ","no ","visible","","instock","no ","no ","32,800","","","","","","taxable ","","normal","Brief > Básicos > Negro | Clásico / BRIEF > BASICS > BLACK | CLASSIC","Brief | Clásico / BRIEF | CLASSIC","Cotton 94% > Elastane 6%  | Algodón","Negro / BLACK","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"AMMOLITE LATIN BOXER","Preformado y prehormado para mayor comodidad, brinda libertad al moverse, con diseño y ajuste ideal para actividades cotidianas y deportivas. / Styled and shaped for the best comfort, it provides freedom of movement, with the perfect design and fit for everyday activities and sports.","BOXER MICROFIBRA CORTO /SHORT MICROFIBER BOXER","","AMMOLITE-LATIN-BOXER","publish","221001","no ","no ","visible","","instock","no ","no ","35,700","","","","","","taxable ","","normal","Boxer > Básicos> Blanco | Corto / BOXER > BASICS > WHITE | SHORT","Boxer | Corto / BOXER | SHORT","Nylon 78 % > Elastane 22 % | Microfibra","Blanco / WHITE","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"AMMOLITE LATIN BOXER","Preformado y prehormado para mayor comodidad, brinda libertad al moverse, con diseño y ajuste ideal para actividades cotidianas y deportivas. / Styled and shaped for the best comfort, it provides freedom of movement, with the perfect design and fit for everyday activities and sports.","BOXER MICROFIBRA CORTO /SHORT MICROFIBER BOXER","","AMMOLITE-LATIN-BOXER","publish","221011","no ","no ","visible","","instock","no ","no ","35,700","","","","","","taxable ","","normal","Boxer > Básicos> Negro | Corto / BOXER > BASICS > BLACK | SHORT","Boxer | Corto / BOXER | SHORT","Nylon 78 % > Elastane 22 % | Microfibra","Negro / BLACK","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"MESH THONG","Permite que la zona intima tenga una caída natural y anatómica, creando una experiencia de uso realmente agradable y sensual. / · It allows the genital area to have a natural and anatomical fall, creating a really pleasant and sensual wearing experience.","TANGA MICROFIBRA / MICROFIBER THONG","","MESH-THONG","publish","000101","no ","no ","visible","","instock","no ","no ","25,900","","","","","","taxable ","","normal","Tanga > Luxury > Blanco | Slim / THONG > LUXURY > WHITE | SLIM","Tanga | Slim / THONG | SLIM","Nylon 76 % > Elastane 24 % | Microfibra","Blanco / WHITE","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"MESH THONG","Permite que la zona intima tenga una caída natural y anatómica, creando una experiencia de uso realmente agradable y sensual. / · It allows the genital area to have a natural and anatomical fall, creating a really pleasant and sensual wearing experience.","TANGA MICROFIBRA / MICROFIBER THONG","","MESH-THONG","publish","000114","no ","no ","visible","","instock","no ","no ","25,900","","","","","","taxable ","","normal","Tanga > Luxury > Negro | Slim / THONG > LUXURY > BLACK | SLIM","Tanga | Slim / THONG | SLIM","Nylon 76 % > Elastane 24 % | Microfibra","Negro / BLACK","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"DENIM JEAN BOXER","Preformado y prehormado para mayor comodidad, brinda libertad al moverse, con diseño y ajuste ideal para actividades cotidianas y deportivas. / Styled and shaped for the best comfort, it provides freedom of movement, with the perfect design and fit for everyday activities and sports.","BOXER MICROFIBRA MEDIO /MEDIUM MICROFIBER BOXER","","DENIM-JEAN-BOXER","publish","220108","no ","no ","visible","","instock","no ","no ","41,000","","","","","","taxable ","","normal","Boxer > Básicos | Estampados / BOXER > BASICS | PRINTS","Boxer | Medio / BOXER | MEDIUM","Polyester 93% > Elastane 7% | Microfibra","Azul Oscuro / DARK BLUE","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"DENIM JEAN LATIN BRIEF","Permite que la zona intima tenga una caída natural y anatómica, creando una experiencia de uso realmente agradable y sensual. / · It allows the genital area to have a natural and anatomical fall, creating a really pleasant and sensual wearing experience.","BRIEF MICROFIBRA / MICROFIBER BRIEF","","DENIM-JEAN-LATIN-BRIEF","publish","520108","no ","no ","visible","","instock","no ","no ","39,000","","","","","","taxable ","","normal","Brief > Básicos > Estampado | Clásico / BRIEF > BASICS > PRINTS | CLASSIC","Brief | Clásico / BRIEF | CLASSIC","Polyester 93% > Elastane 7% | Microfibra","Azul Oscuro / DARK BLUE","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"Kumpanias Long Boxer","Preformado y prehormado para mayor comodidad, brinda libertad al moverse, con diseño y ajuste ideal para actividades cotidianas y deportivas. / Styled and shaped for the best comfort, it provides freedom of movement, with the perfect design and fit for everyday activities and sports.","BOXER MICROFIBRA LARGO /LONG MICROFIBER BOXER","","Kumpanias-Long-Boxer","publish","917401","no ","no ","visible","","instock","no ","no ","39,900","","","","","","taxable ","","normal","Boxer > Básicos  > Blanco | Largo / BOXER > BASICS > WHITE | LONG","Boxer | Largo / BOXER | LONG","Nylon 78% > Elastane 22% | Microfibra","Blanco / WHITE","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"Kumpanias Long Boxer","Preformado y prehormado para mayor comodidad, brinda libertad al moverse, con diseño y ajuste ideal para actividades cotidianas y deportivas. / Styled and shaped for the best comfort, it provides freedom of movement, with the perfect design and fit for everyday activities and sports.","BOXER MICROFIBRA LARGO /LONG MICROFIBER BOXER","","Kumpanias-Long-Boxer","publish","917408","no ","no ","visible","","instock","no ","no ","39,900","","","","","","taxable ","","normal","Boxer > Básicos  > Azul | Largo / BOXER > BASICS > BLUE | LONG","","Nylon 78% > Elastane 22% | Microfibra","Azul Oscuro / DARK BLUE","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"Kumpanias Long Boxer","Preformado y prehormado para mayor comodidad, brinda libertad al moverse, con diseño y ajuste ideal para actividades cotidianas y deportivas. / Styled and shaped for the best comfort, it provides freedom of movement, with the perfect design and fit for everyday activities and sports.","BOXER MICROFIBRA LARGO /LONG MICROFIBER BOXER","","Kumpanias-Long-Boxer","publish","917410","no ","no ","visible","","instock","no ","no ","39,900","","","","","","taxable ","","normal","Boxer > Básicos  > Verde | Largo / BOXER > BASICS > GREEN | LONG","","Nylon 78% > Elastane 22% | Microfibra","Verde Militar / MILITARY GREEN","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"Kumpanias Long Boxer","Preformado y prehormado para mayor comodidad, brinda libertad al moverse, con diseño y ajuste ideal para actividades cotidianas y deportivas. / Styled and shaped for the best comfort, it provides freedom of movement, with the perfect design and fit for everyday activities and sports.","BOXER MICROFIBRA LARGO /LONG MICROFIBER BOXER","","Kumpanias-Long-Boxer","publish","917411","no ","no ","visible","","instock","no ","no ","39,900","","","","","","taxable ","","normal","Boxer > Básicos  > Negro | Largo / BOXER > BASICS > BLACK | LONG","","Nylon 78% > Elastane 22% | Microfibra","Negro / BLACK","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"DUO PACK 1","Preformado y prehormado para mayor comodidad, brinda libertad al moverse, con diseño y ajuste ideal para actividades cotidianas y deportivas. / Styled and shaped for the best comfort, it provides freedom of movement, with the perfect design and fit for everyday activities and sports.","BOXER MICROFIBRA CORTO X 2 UNDS. / SHORT MICROFIBER BOXER X 2 UNITS","","DUO-PACK-1","publish","229924","no ","no ","visible"," ","instock","no ","no ","36,900","","","","","","taxable ","","normal","Boxer > Básicos  > Negro | Corto / BOXER > BASICS > BLACK > SHORT","","Nylon 78% > Elastane 22% | Microfibra","Negro y Blanco / BLACK & WHITE","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"DUO PACK 2","Permite que la zona intima tenga una caída natural y anatómica, creando una experiencia de uso realmente agradable y sensual. / · It allows the genital area to have a natural and anatomical fall, creating a really pleasant and sensual wearing experience.","BRIEF MICROFIBRA X 2 UNDS. / MICROFIBER BRIEF X 2 UNITS","","DUO-PACK-2","publish","519940","no ","no ","visible","","instock","no ","no ","35,900","","","","","","taxable ","","normal","Brief > Básicos > Negro | Slim / BRIEF > BASICS > BLACK | SLIM","","Nylon 78% > Elastane 22% | Microfibra","Negro y Blanco / BLACK & WHITE","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"DUO PACK 3","Preformado y prehormado para mayor comodidad, brinda libertad al moverse, con diseño y ajuste ideal para actividades cotidianas y deportivas. / Styled and shaped for the best comfort, it provides freedom of movement, with the perfect design and fit for everyday activities and sports.","BOXER ALGODÓN MEDIO X 2 UNDS. / MEDIUM COTTON BOXER X 2 UNITS","","DUO-PACK-3","publish","229923","no ","no ","visible","","instock","no ","no ","50,900","","","","","","taxable ","","normal","Boxer > Básicos  > Negro | Medio / BOXER > BASICS > BLACK | MEDIUM","","Cotton 94% > Elastane 6% | Microfibra","Negro y Blanco / BLACK & WHITE","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"DUO PACK 4","Permite que la zona intima tenga una caída natural y anatómica, creando una experiencia de uso realmente agradable y sensual. / · It allows the genital area to have a natural and anatomical fall, creating a really pleasant and sensual wearing experience.","BRIEF ALGODÓN X 2 UNDS. / COTTON BRIEF X 2 UNITS","","DUO-PACK-4","publish","519939","no ","no ","visible","","instock","no ","no ","48,900","","","","","","taxable ","","normal","Brief > Básicos > Negro | Clásico / BRIEF > BASICS > BLACK | CLASSIC","","Cotton 94% > Elastane 6% | Microfibra","Negro y Blanco / BLACK & WHITE","0|1|1","S | M | L | XL","0|1|1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
